;SUBJECT_ID;;IP;;;;QUESTION_ID;IMAGE_ID;GT_ANSWER;MODEL;COLOR_COND;GT_CONFORM;DATASET;EXP_LIST;;ANSW_CORRECT;SHAPES;COLORS;MATERIALS;GEN_SCENE;COMPETENT;
id;p4g4qa6gkgnrqdn3ro6rig7ffm;ip;82.44.4.230;time;1714138210;data;"<id:	QUESTION_ID	134288004	";"	IMAGE_ID	134288	";"	GT_ANSWER	orange	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;yes;4;4;2;4;4;Next
id;fm4q5gmuepnipf8snapk3l4v91;ip;95.251.206.20;time;1714138211;data;"<id:	QUESTION_ID	530875000	";"	IMAGE_ID	530875	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;yes;4;5;0;5;5;Next
id;nogu0u8aop8ulhvg21jv52mudr;ip;105.184.227.83;time;1714138212;data;"<id:	QUESTION_ID	552504005	";"	IMAGE_ID	552504	";"	GT_ANSWER	flying kite	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	trial	>";<id:>;yes;4;2;4;5;5;Next
id;484in27lm09hgner6g5qbnulgu;ip;67.193.211.8;time;1714138214;data;"<id:	QUESTION_ID	169736000	";"	IMAGE_ID	169736	";"	GT_ANSWER	beef	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;0;4;3;4;3;3;Next
id;1gk1lmqp87fpu592oh5agkr2ph;ip;93.107.212.96;time;1714138214;data;"<id:	QUESTION_ID	14641	";"	IMAGE_ID	14641	";"	GT_ANSWER	rubber	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;yes;4;3;5;4;4;Next
id;4h6p86g2qmecm2ccapb92cdkmj;ip;92.15.144.125;time;1714138215;data;"<id:	QUESTION_ID	131020	";"	IMAGE_ID	13102	";"	GT_ANSWER	rubber	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;0;1;3;1;3;1;Next
id;nogu0u8aop8ulhvg21jv52mudr;ip;105.184.227.83;time;1714138216;data;Next;;;;;;;;;;;;;;;
id;11hg9k30hts7bg5dj31f91trkj;ip;92.19.215.130;time;1714138217;data;"<id:	QUESTION_ID	161634003	";"	IMAGE_ID	161634	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;no;1;1;1;1;1;Next
id;kdoh6e9be7i7907bcdb0bh3pto;ip;195.194.15.5;time;1714138217;data;"<id:	QUESTION_ID	200839000	";"	IMAGE_ID	200839	";"	GT_ANSWER	summer	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;yes;5;5;5;5;5;Next
id;5a66fu43tenifuov2bs5usnt06;ip;65.93.129.130;time;1714138222;data;"<id:	QUESTION_ID	134537	";"	IMAGE_ID	13454	";"	GT_ANSWER	cyan	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;yes;2;5;2;4;5;Next
id;dvooi0cc71csvqdmgi78ooiusu;ip;174.117.174.84;time;1714138224;data;"<id:	QUESTION_ID	547062001	";"	IMAGE_ID	547062	";"	GT_ANSWER	dog	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;no;4;2;1;4;2;Next
id;kdoh6e9be7i7907bcdb0bh3pto;ip;195.194.15.5;time;1714138228;data;"<id:	QUESTION_ID	547062001	";"	IMAGE_ID	547062	";"	GT_ANSWER	dog	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;no;1;1;1;1;1;Next
id;2i35m6d7cuf793o7a3i9umeuj5;ip;99.225.202.161;time;1714138230;data;"<id:	QUESTION_ID	14641	";"	IMAGE_ID	14641	";"	GT_ANSWER	rubber	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;yes;5;4;4;5;5;Next
id;fm4q5gmuepnipf8snapk3l4v91;ip;95.251.206.20;time;1714138231;data;"<id:	QUESTION_ID	14760	";"	IMAGE_ID	14760	";"	GT_ANSWER	no	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;yes;5;5;0;5;5;Next
id;484in27lm09hgner6g5qbnulgu;ip;67.193.211.8;time;1714138232;data;"<id:	QUESTION_ID	130793	";"	IMAGE_ID	13080	";"	GT_ANSWER	1	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;yes;5;5;0;5;5;Next
id;ek6t8s6a0j5lnhbj6vjdecnqjf;ip;90.163.228.46;time;1714138233;data;"<id:	QUESTION_ID	134537	";"	IMAGE_ID	13454	";"	GT_ANSWER	cyan	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;yes;5;5;4;5;5;Next
id;5a66fu43tenifuov2bs5usnt06;ip;65.93.129.130;time;1714138236;data;"<id:	QUESTION_ID	340015000	";"	IMAGE_ID	340015	";"	GT_ANSWER	pizza	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;no;1;1;1;1;1;Next
id;p4g4qa6gkgnrqdn3ro6rig7ffm;ip;82.44.4.230;time;1714138240;data;"<id:	QUESTION_ID	50811003	";"	IMAGE_ID	50811	";"	GT_ANSWER	beer	";"	MODEL	pjx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;yes;5;3;4;4;4;Next
id;kdoh6e9be7i7907bcdb0bh3pto;ip;195.194.15.5;time;1714138241;data;"<id:	QUESTION_ID	161634003	";"	IMAGE_ID	161634	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;no;1;1;1;1;1;Next
id;1gk1lmqp87fpu592oh5agkr2ph;ip;93.107.212.96;time;1714138243;data;"<id:	QUESTION_ID	530875000	";"	IMAGE_ID	530875	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;yes;3;4;3;5;4;Next
id;cfc1mhd198ang0kqtvoj24fcop;ip;194.193.39.180;time;1714138244;data;"<id:	QUESTION_ID	131141	";"	IMAGE_ID	13115	";"	GT_ANSWER	cyan	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;no;0;1;0;1;1;Next
id;dvooi0cc71csvqdmgi78ooiusu;ip;174.117.174.84;time;1714138249;data;"<id:	QUESTION_ID	230454000	";"	IMAGE_ID	230454	";"	GT_ANSWER	no	";"	MODEL	pjx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;0;5;4;2;3;3;Next
id;5a66fu43tenifuov2bs5usnt06;ip;65.93.129.130;time;1714138251;data;"<id:	QUESTION_ID	526425003	";"	IMAGE_ID	526425	";"	GT_ANSWER	german shepherd	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;no;1;1;1;1;1;Next
id;4h6p86g2qmecm2ccapb92cdkmj;ip;92.15.144.125;time;1714138252;data;"<id:	QUESTION_ID	381870001	";"	IMAGE_ID	381870	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;yes;1;1;1;3;2;Next
id;ek6t8s6a0j5lnhbj6vjdecnqjf;ip;90.163.228.46;time;1714138255;data;"<id:	QUESTION_ID	131020	";"	IMAGE_ID	13102	";"	GT_ANSWER	rubber	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;yes;5;5;5;5;5;Next
id;nogu0u8aop8ulhvg21jv52mudr;ip;105.184.227.83;time;1714138256;data;"<id:	QUESTION_ID	444626005	";"	IMAGE_ID	444626	";"	GT_ANSWER	yes	";"	MODEL	pjx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;yes;4;3;5;5;4;Next
id;kdoh6e9be7i7907bcdb0bh3pto;ip;195.194.15.5;time;1714138258;data;"<id:	QUESTION_ID	340015000	";"	IMAGE_ID	340015	";"	GT_ANSWER	pizza	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;0;0;0;0;0;0;Next
id;2i35m6d7cuf793o7a3i9umeuj5;ip;99.225.202.161;time;1714138258;data;"<id:	QUESTION_ID	161634003	";"	IMAGE_ID	161634	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;no;1;1;1;1;1;Next
id;fm4q5gmuepnipf8snapk3l4v91;ip;95.251.206.20;time;1714138263;data;"<id:	QUESTION_ID	131141	";"	IMAGE_ID	13115	";"	GT_ANSWER	cyan	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;no;1;1;1;2;1;Next
id;p4g4qa6gkgnrqdn3ro6rig7ffm;ip;82.44.4.230;time;1714138263;data;"<id:	QUESTION_ID	402357000	";"	IMAGE_ID	402357	";"	GT_ANSWER	yes	";"	MODEL	pjx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;yes;4;5;3;4;4;Next
id;cfc1mhd198ang0kqtvoj24fcop;ip;194.193.39.180;time;1714138266;data;"<id:	QUESTION_ID	526425003	";"	IMAGE_ID	526425	";"	GT_ANSWER	german shepherd	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;no;3;1;3;1;2;Next
id;5a66fu43tenifuov2bs5usnt06;ip;65.93.129.130;time;1714138268;data;"<id:	QUESTION_ID	166	";"	IMAGE_ID	16	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;no;1;1;1;1;1;Next
id;dvooi0cc71csvqdmgi78ooiusu;ip;174.117.174.84;time;1714138268;data;"<id:	QUESTION_ID	134537	";"	IMAGE_ID	13454	";"	GT_ANSWER	cyan	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;yes;5;5;4;4;4;Next
id;kdoh6e9be7i7907bcdb0bh3pto;ip;195.194.15.5;time;1714138269;data;"<id:	QUESTION_ID	381870001	";"	IMAGE_ID	381870	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;yes;5;5;5;5;5;Next
id;dvooi0cc71csvqdmgi78ooiusu;ip;174.117.174.84;time;1714138285;data;"<id:	QUESTION_ID	340015000	";"	IMAGE_ID	340015	";"	GT_ANSWER	pizza	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;no;2;1;1;1;1;Next
id;fm4q5gmuepnipf8snapk3l4v91;ip;95.251.206.20;time;1714138287;data;"<id:	QUESTION_ID	526425003	";"	IMAGE_ID	526425	";"	GT_ANSWER	german shepherd	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;no;4;1;3;2;2;Next
id;ek6t8s6a0j5lnhbj6vjdecnqjf;ip;90.163.228.46;time;1714138288;data;"<id:	QUESTION_ID	118069	";"	IMAGE_ID	11807	";"	GT_ANSWER	2	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;no;1;1;1;1;1;Next
id;nogu0u8aop8ulhvg21jv52mudr;ip;105.184.227.83;time;1714138288;data;"<id:	QUESTION_ID	547062001	";"	IMAGE_ID	547062	";"	GT_ANSWER	dog	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;no;3;2;2;2;2;Next
id;4h6p86g2qmecm2ccapb92cdkmj;ip;92.15.144.125;time;1714138289;data;"<id:	QUESTION_ID	14641	";"	IMAGE_ID	14641	";"	GT_ANSWER	rubber	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;0;3;1;1;1;1;Next
id;5a66fu43tenifuov2bs5usnt06;ip;65.93.129.130;time;1714138291;data;"<id:	QUESTION_ID	531299016	";"	IMAGE_ID	531299	";"	GT_ANSWER	no	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;0;3;3;3;2;2;Next
id;nm6kaaf6mvtiotmkbl1360rrbj;ip;41.114.139.39;time;1714138294;data;Yes;;;;;;;;;;;;;;;
id;1gk1lmqp87fpu592oh5agkr2ph;ip;93.107.212.96;time;1714138296;data;"<id:	QUESTION_ID	131020	";"	IMAGE_ID	13102	";"	GT_ANSWER	rubber	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;yes;4;4;5;3;4;Next
id;dvooi0cc71csvqdmgi78ooiusu;ip;174.117.174.84;time;1714138299;data;"<id:	QUESTION_ID	526425003	";"	IMAGE_ID	526425	";"	GT_ANSWER	german shepherd	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;no;5;3;2;4;2;Next
id;p4g4qa6gkgnrqdn3ro6rig7ffm;ip;82.44.4.230;time;1714138301;data;"<id:	QUESTION_ID	200839000	";"	IMAGE_ID	200839	";"	GT_ANSWER	summer	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;yes;2;4;4;4;4;Next
id;ek6t8s6a0j5lnhbj6vjdecnqjf;ip;90.163.228.46;time;1714138306;data;"<id:	QUESTION_ID	14641	";"	IMAGE_ID	14641	";"	GT_ANSWER	rubber	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;yes;5;5;5;5;5;Next
id;cfc1mhd198ang0kqtvoj24fcop;ip;194.193.39.180;time;1714138306;data;"<id:	QUESTION_ID	134537	";"	IMAGE_ID	13454	";"	GT_ANSWER	cyan	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;yes;5;5;5;5;5;Next
id;2i35m6d7cuf793o7a3i9umeuj5;ip;99.225.202.161;time;1714138312;data;"<id:	QUESTION_ID	14818	";"	IMAGE_ID	14818	";"	GT_ANSWER	no	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;yes;5;3;5;5;5;Next
id;dvooi0cc71csvqdmgi78ooiusu;ip;174.117.174.84;time;1714138313;data;"<id:	QUESTION_ID	530875000	";"	IMAGE_ID	530875	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;yes;5;5;5;5;5;Next
id;5a66fu43tenifuov2bs5usnt06;ip;65.93.129.130;time;1714138315;data;"<id:	QUESTION_ID	14818	";"	IMAGE_ID	14818	";"	GT_ANSWER	no	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;no;1;2;1;1;1;Next
id;7841mbnbrbnkmvjqdpfljslb2t;ip;82.41.36.240;time;1714138317;data;"<id:	QUESTION_ID	131141	";"	IMAGE_ID	13115	";"	GT_ANSWER	cyan	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;no;3;1;3;4;2;Next
id;cfc1mhd198ang0kqtvoj24fcop;ip;194.193.39.180;time;1714138326;data;"<id:	QUESTION_ID	531299016	";"	IMAGE_ID	531299	";"	GT_ANSWER	no	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;no;0;2;2;2;2;Next
id;5a66fu43tenifuov2bs5usnt06;ip;65.93.129.130;time;1714138326;data;"<id:	QUESTION_ID	161634003	";"	IMAGE_ID	161634	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;no;1;1;1;1;1;Next
id;dvooi0cc71csvqdmgi78ooiusu;ip;174.117.174.84;time;1714138327;data;"<id:	QUESTION_ID	381870001	";"	IMAGE_ID	381870	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;yes;4;5;5;5;4;Next
id;nogu0u8aop8ulhvg21jv52mudr;ip;105.184.227.83;time;1714138328;data;"<id:	QUESTION_ID	130793	";"	IMAGE_ID	13080	";"	GT_ANSWER	1	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;no;1;1;1;1;1;Next
id;484in27lm09hgner6g5qbnulgu;ip;67.193.211.8;time;1714138328;data;"<id:	QUESTION_ID	134537	";"	IMAGE_ID	13454	";"	GT_ANSWER	cyan	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;yes;5;5;0;5;5;Next
id;fm4q5gmuepnipf8snapk3l4v91;ip;95.251.206.20;time;1714138329;data;"<id:	QUESTION_ID	230454000	";"	IMAGE_ID	230454	";"	GT_ANSWER	no	";"	MODEL	pjx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;yes;5;5;5;5;5;Next
id;ek6t8s6a0j5lnhbj6vjdecnqjf;ip;90.163.228.46;time;1714138335;data;"<id:	QUESTION_ID	531299016	";"	IMAGE_ID	531299	";"	GT_ANSWER	no	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;0;3;3;3;2;1;Next
id;1gk1lmqp87fpu592oh5agkr2ph;ip;93.107.212.96;time;1714138336;data;"<id:	QUESTION_ID	134288004	";"	IMAGE_ID	134288	";"	GT_ANSWER	orange	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;yes;5;5;3;4;4;Next
id;dvooi0cc71csvqdmgi78ooiusu;ip;174.117.174.84;time;1714138339;data;"<id:	QUESTION_ID	192714009	";"	IMAGE_ID	192714	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;no;4;1;1;5;2;Next
id;5a66fu43tenifuov2bs5usnt06;ip;65.93.129.130;time;1714138340;data;"<id:	QUESTION_ID	14907	";"	IMAGE_ID	14907	";"	GT_ANSWER	brown	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;yes;5;5;5;5;5;Next
id;cfc1mhd198ang0kqtvoj24fcop;ip;194.193.39.180;time;1714138342;data;"<id:	QUESTION_ID	50811003	";"	IMAGE_ID	50811	";"	GT_ANSWER	beer	";"	MODEL	pjx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;yes;5;5;5;5;5;Next
id;nm6kaaf6mvtiotmkbl1360rrbj;ip;41.114.139.39;time;1714138342;data;"<id:	QUESTION_ID	552504005	";"	IMAGE_ID	552504	";"	GT_ANSWER	flying kite	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	trial	>";<id:>;yes;5;0;5;5;4;Next
id;7841mbnbrbnkmvjqdpfljslb2t;ip;82.41.36.240;time;1714138345;data;"<id:	QUESTION_ID	547062001	";"	IMAGE_ID	547062	";"	GT_ANSWER	dog	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;no;2;0;0;2;2;Next
id;nm6kaaf6mvtiotmkbl1360rrbj;ip;41.114.139.39;time;1714138348;data;Next;;;;;;;;;;;;;;;
id;p4g4qa6gkgnrqdn3ro6rig7ffm;ip;82.44.4.230;time;1714138351;data;"<id:	QUESTION_ID	531299016	";"	IMAGE_ID	531299	";"	GT_ANSWER	no	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;0;0;0;0;0;0;Next
id;484in27lm09hgner6g5qbnulgu;ip;67.193.211.8;time;1714138352;data;"<id:	QUESTION_ID	14641	";"	IMAGE_ID	14641	";"	GT_ANSWER	rubber	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;0;5;0;0;5;4;Next
id;moo5c32gb20juln97gpf55bjfh;ip;46.208.212.26;time;1714138352;data;"<id:	QUESTION_ID	118069	";"	IMAGE_ID	11807	";"	GT_ANSWER	2	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;no;1;1;1;1;1;Next
id;cfc1mhd198ang0kqtvoj24fcop;ip;194.193.39.180;time;1714138354;data;"<id:	QUESTION_ID	312720012	";"	IMAGE_ID	312720	";"	GT_ANSWER	yes	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;no;0;1;0;1;1;Next
id;dvooi0cc71csvqdmgi78ooiusu;ip;174.117.174.84;time;1714138355;data;"<id:	QUESTION_ID	169736000	";"	IMAGE_ID	169736	";"	GT_ANSWER	beef	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;no;4;1;1;3;2;Next
id;5a66fu43tenifuov2bs5usnt06;ip;65.93.129.130;time;1714138356;data;"<id:	QUESTION_ID	131020	";"	IMAGE_ID	13102	";"	GT_ANSWER	rubber	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;yes;5;5;5;5;5;Next
id;ek6t8s6a0j5lnhbj6vjdecnqjf;ip;90.163.228.46;time;1714138357;data;"<id:	QUESTION_ID	169736000	";"	IMAGE_ID	169736	";"	GT_ANSWER	beef	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;no;2;1;1;1;1;Next
id;2i35m6d7cuf793o7a3i9umeuj5;ip;99.225.202.161;time;1714138363;data;"<id:	QUESTION_ID	312720012	";"	IMAGE_ID	312720	";"	GT_ANSWER	yes	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;no;3;1;2;2;1;Next
id;fm4q5gmuepnipf8snapk3l4v91;ip;95.251.206.20;time;1714138365;data;"<id:	QUESTION_ID	531299016	";"	IMAGE_ID	531299	";"	GT_ANSWER	no	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;no;0;0;0;0;1;Next
id;moo5c32gb20juln97gpf55bjfh;ip;46.208.212.26;time;1714138368;data;"<id:	QUESTION_ID	169736000	";"	IMAGE_ID	169736	";"	GT_ANSWER	beef	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	4	>";<id:>;no;0;1;1;2;2;Next
id;dvooi0cc71csvqdmgi78ooiusu;ip;174.117.174.84;time;1714138370;data;"<id:	QUESTION_ID	118069	";"	IMAGE_ID	11807	";"	GT_ANSWER	2	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;no;1;1;1;1;1;Next
id;nogu0u8aop8ulhvg21jv52mudr;ip;105.184.227.83;time;1714138370;data;"<id:	QUESTION_ID	131020	";"	IMAGE_ID	13102	";"	GT_ANSWER	rubber	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;0;5;5;3;4;4;Next
id;5a66fu43tenifuov2bs5usnt06;ip;65.93.129.130;time;1714138371;data;"<id:	QUESTION_ID	117948	";"	IMAGE_ID	11795	";"	GT_ANSWER	no	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	4	>";<id:>;yes;5;5;5;5;5;Next
